ΑΜΚΑ_ΑΣΘΕΝΗ,ΚΩΔΙΚΟΣ_ΠΡΑΞΗΣ,ΗΜΕΡΟΜΗΝΙΑ_ΩΡΑ,ΑΙΘΟΥΣΑ,ΑΜΚΑ_ΙΑΤΡΟΥ,ΚΩΔΙΚΟΣ_ΝΟΣΗΛΕΙΑΣ
14059727734,X650123,2026-04-04 22:43:27,Αίθουσα Επέμβασης 3,18047974063,4397
25126311876,K515201,2025-12-07 05:01:34,Αίθουσα Επέμβασης 3,17098211492,13633
07049717561,X644359,2026-02-11 01:31:48,Χειρουργείο 5,27028634014,12784
15129926373,B305369,2024-12-10 06:38:22,Αίθουσα Επέμβασης 2,06067129338,11227
15067749763,X611643,2024-06-08 13:20:44,Χειρουργείο 5,28086691989,586
15012146053,K513721,2024-05-15 07:15:59,Αίθουσα Επέμβασης 2,11019480682,12278
09065411785,X639735,2024-11-08 08:53:07,Αίθουσα Επέμβασης 1,27047450977,3278
18123448236,X602761,2024-08-25 03:42:54,Χειρουργείο 5,28068899789,18441
29050105314,Β315905.5,2024-10-11 06:28:16,Αίθουσα Επέμβασης 5,07079445783,16848
04030009199,X643021,2026-09-02 06:19:02,Αίθουσα Επέμβασης 2,16108629101,6996
06033237996,X642723,2024-11-24 09:39:58,Αίθουσα Επέμβασης 2,16049105631,22379
11099254276,X630159,2025-08-31 21:37:25,Χειρουργείο 4,10127855123,26535
30050368714,X634333,2026-01-13 10:27:17,Χειρουργείο 1,24097463592,7040
25031622328,X657499,2026-08-12 00:54:29,Αίθουσα Επέμβασης 1,01109198508,14182
06051238562,X709629,2026-03-27 23:38:47,Χειρουργείο 2,31087386956,3936
09028782023,X640195,2026-06-20 09:28:55,Αίθουσα Επέμβασης 3,05038245675,26938
28039010123,B313729,2025-02-06 01:36:38,Χειρουργείο 1,21107446461,2240
21083057171,X633937.60,2026-01-30 00:30:23,Χειρουργείο 3,02078022955,27003
03016348314,X641999,2025-11-15 17:49:54,Αίθουσα Επέμβασης 4,25067343186,27931
03081924684,X622859,2025-10-30 18:52:52,Αίθουσα Επέμβασης 1,31036764120,21273
10042458066,X666679,2025-06-26 06:06:32,Χειρουργείο 2,04119372013,22124
15123311695,B313605.389,2024-10-29 19:00:27,Χειρουργείο 1,31127128715,27131
02014278220,X694535,2026-11-04 21:35:51,Αίθουσα Επέμβασης 4,19119585662,24621
29048263914,X645281,2024-04-16 04:30:38,Χειρουργείο 4,07068540070,11732
28075237171,X635331,2024-09-14 01:53:08,Χειρουργείο 5,31077414694,22992
06051547831,K513581,2024-05-17 16:02:09,Χειρουργείο 2,13087594481,13664
20065745538,X673419,2025-07-25 07:00:06,Χειρουργείο 5,27089112158,7211
10093705912,K503083,2024-09-23 20:13:45,Αίθουσα Επέμβασης 5,02018629858,20206
05080610285,X632823,2026-10-10 06:56:52,Αίθουσα Επέμβασης 1,25066070679,26415
20126439496,X631957.126,2026-12-13 15:38:16,Αίθουσα Επέμβασης 5,17098211492,5908
16033938839,K518861,2026-02-24 15:09:17,Αίθουσα Επέμβασης 4,27058235299,17934
13036023928,X636889,2026-02-21 12:45:33,Αίθουσα Επέμβασης 1,07077598311,28133
01094057625,X715575,2026-11-04 08:03:55,Χειρουργείο 5,14026323754,2632
01011694978,X645957.26,2025-09-06 06:51:02,Αίθουσα Επέμβασης 4,21079047523,6217
19042116541,K508473,2026-01-25 18:42:42,Χειρουργείο 2,20118029005,26843
20097312507,X667721,2024-08-22 09:51:25,Χειρουργείο 3,07126830003,12719
12079440079,X663757.29,2024-02-10 21:09:17,Αίθουσα Επέμβασης 2,18067010293,5178
09089723596,X656719,2024-08-26 14:37:16,Χειρουργείο 5,03047170651,11051
30107898665,X639731,2025-06-21 19:47:01,Αίθουσα Επέμβασης 2,28057037026,22629
30036177814,B313807,2025-12-26 20:19:47,Αίθουσα Επέμβασης 5,20078593378,9035
11101233579,X687757,2026-07-16 19:10:36,Χειρουργείο 4,28126455528,14058
14092458513,B304121,2026-08-31 11:40:02,Αίθουσα Επέμβασης 4,31128168449,10348
29119770603,X715791,2025-01-20 04:25:39,Αίθουσα Επέμβασης 4,07017336764,17826
06105940696,X655529,2024-11-29 07:33:24,Χειρουργείο 3,17059777666,26833
11117563872,K512975.20,2026-04-29 18:16:42,Αίθουσα Επέμβασης 2,04096470957,11452
06101656284,X652917,2026-03-28 09:47:06,Χειρουργείο 3,20118029005,1909
13021114225,X710403,2024-04-27 19:55:04,Αίθουσα Επέμβασης 4,21017629522,8899
23105851513,X663757.14,2026-03-15 05:06:07,Αίθουσα Επέμβασης 3,19067764454,17709
30011850851,X661643,2025-09-09 03:04:40,Αίθουσα Επέμβασης 1,25126627516,22167
06078264638,X633937.225,2024-12-28 12:04:24,Χειρουργείο 1,05069279544,21951
04014403114,X650983,2025-02-11 10:13:57,Χειρουργείο 3,26026494790,3667
12013922119,X657957.2,2025-09-19 10:23:51,Χειρουργείο 3,04096470957,28342
11078462064,B316705.100,2026-11-30 13:15:27,Χειρουργείο 4,31087386956,4341
22030333623,X704689,2026-07-18 20:30:21,Χειρουργείο 5,03079784188,5594
16014414473,B307739,2025-07-04 06:36:13,Χειρουργείο 3,29018720992,29208
22020662436,X633937.212,2026-03-11 07:58:05,Χειρουργείο 5,13128886585,21481
23129547977,X651133,2026-08-28 23:26:20,Αίθουσα Επέμβασης 5,02036522626,10314
21042452856,X623369,2024-10-08 16:57:43,Αίθουσα Επέμβασης 4,19029442004,10032
07092034858,X654325,2025-12-18 14:05:07,Αίθουσα Επέμβασης 3,17049454625,12406
18117266774,X603913,2024-06-23 12:13:19,Αίθουσα Επέμβασης 4,27016538344,18605
28087018756,X640207,2025-08-14 18:06:34,Αίθουσα Επέμβασης 5,16049105631,4517
29017921919,B314411,2024-05-09 01:28:55,Χειρουργείο 5,24116199023,22438
30111363322,X718757,2025-02-02 07:47:59,Χειρουργείο 1,16108629101,23553
07014226782,K511323,2025-04-25 05:36:35,Χειρουργείο 5,08066384048,25254
25100698606,B314809,2026-02-26 01:55:27,Χειρουργείο 3,13087594481,19124
23066386804,B314969,2026-06-12 23:44:27,Χειρουργείο 4,19119585662,15586
04079146476,X631957.204,2025-12-07 13:39:01,Αίθουσα Επέμβασης 2,05069279544,1646
31018009538,X715907,2025-04-16 13:36:26,Αίθουσα Επέμβασης 1,16109211017,9371
26019440244,X626619,2026-01-16 22:13:01,Αίθουσα Επέμβασης 1,17019408693,7442
13086957342,B308883,2026-08-18 18:49:22,Χειρουργείο 1,03116493443,18911
03014859635,B312217,2025-01-12 17:08:50,Χειρουργείο 5,18048136821,830
20052113822,Β315905.33,2026-12-22 21:02:41,Αίθουσα Επέμβασης 1,09058303960,12845
19121842417,X647719,2024-09-26 01:59:50,Χειρουργείο 3,16098922011,9413
16099610678,B313605.334,2026-07-08 01:13:38,Χειρουργείο 4,25066070679,8579
29099972845,K511783,2025-01-24 03:54:06,Χειρουργείο 1,26049275048,1007
04096267400,X642435,2024-07-05 03:39:54,Χειρουργείο 2,09046647100,3044
04024603785,B313605.138,2024-07-09 00:08:06,Αίθουσα Επέμβασης 3,01126898842,1942
22047239926,X697089,2026-06-07 15:16:22,Χειρουργείο 3,24116199023,15726
22061460790,B303933,2026-08-14 17:18:36,Αίθουσα Επέμβασης 3,20047493220,13353
29112058741,X706299,2025-04-09 21:29:28,Χειρουργείο 1,26027420823,1101
21019534833,X650381,2025-10-19 10:21:35,Αίθουσα Επέμβασης 5,23038301805,10131
10115903966,X709443,2025-08-11 19:49:58,Χειρουργείο 3,31087386956,24511
10016333834,K514145,2024-01-26 05:11:24,Χειρουργείο 2,19067764454,9257
21125780161,X670573,2024-07-14 20:43:51,Αίθουσα Επέμβασης 1,24128760642,23311
15067274715,X651103,2025-03-23 14:35:27,Αίθουσα Επέμβασης 1,19109063851,13925
04097652501,X665899,2024-02-16 07:56:54,Αίθουσα Επέμβασης 5,14027204472,24455
09083705294,B300045,2025-12-22 14:02:49,Αίθουσα Επέμβασης 3,11019480682,9270
09050577948,X702069,2026-01-23 18:53:33,Αίθουσα Επέμβασης 4,21029390527,13147
14083172035,B313605.235,2026-04-15 07:15:18,Χειρουργείο 1,26086295833,3612
04021677865,B313605.141,2024-08-29 18:57:07,Αίθουσα Επέμβασης 2,27058235299,17574
06105037642,X634745,2025-09-21 18:24:53,Χειρουργείο 3,29048747950,666
17127418082,X639571,2025-08-18 20:50:14,Αίθουσα Επέμβασης 2,16057668308,2637
13107765936,X691319,2024-04-07 14:29:06,Χειρουργείο 4,29018364310,10239
19064123445,X634929,2025-09-02 23:47:32,Χειρουργείο 3,21046521057,2094
02094582817,B313605.307,2024-04-25 23:26:31,Χειρουργείο 3,29087896734,25744
02014278220,X611471,2024-01-23 17:48:21,Χειρουργείο 5,17129595144,9529
25015698935,A402729,2024-09-14 17:25:53,Χειρουργείο 3,04107581800,28216
18065094730,X681103,2024-09-14 15:18:46,Χειρουργείο 5,28088884090,26612
23124417554,B308207,2024-01-08 00:57:51,Αίθουσα Επέμβασης 5,26026494790,12284
17043265468,X668375,2025-02-03 21:54:02,Αίθουσα Επέμβασης 5,08117665345,8594
01010538237,X652819,2025-08-20 17:48:32,Αίθουσα Επέμβασης 5,25086572696,9675
11094250933,X646759,2026-04-26 14:01:29,Χειρουργείο 3,27127004840,2485
08075828786,B313605.103,2024-01-08 15:00:10,Χειρουργείο 2,06067883458,23902
05084041220,X633937.257,2026-05-07 20:00:32,Αίθουσα Επέμβασης 5,21107026591,26402
15033988355,B306067,2026-01-11 13:44:01,Αίθουσα Επέμβασης 1,14076889096,21849
10055199558,X625757,2026-05-08 14:13:18,Χειρουργείο 4,26049275048,2708
24106578985,K514579,2026-01-30 21:04:19,Χειρουργείο 3,24119277882,1444
10113537115,X631957.78,2024-04-07 07:14:43,Αίθουσα Επέμβασης 4,24059714537,11524
08118778036,X688399,2026-02-14 06:07:56,Αίθουσα Επέμβασης 5,01078222862,5730
24119858983,X694809,2025-10-26 08:00:52,Αίθουσα Επέμβασης 5,17059777666,13707
07090715238,B305949,2026-09-26 04:53:55,Αίθουσα Επέμβασης 4,25067343186,17540
04047067707,B301907,2026-01-02 02:21:59,Χειρουργείο 4,11019339247,29342
22043645508,X681649,2024-04-25 11:36:19,Χειρουργείο 5,13049344733,9334
18016496206,X635483,2024-06-03 02:57:28,Χειρουργείο 2,31127128715,13557
01044540040,X628561,2024-09-01 03:53:44,Χειρουργείο 1,31087386956,4035
21081042008,X717581,2024-03-17 07:35:19,Χειρουργείο 3,02119001109,14612
19059202827,K512975.13,2026-08-01 14:44:52,Χειρουργείο 3,07038155297,10725
11104789451,X618559,2026-06-30 19:00:46,Αίθουσα Επέμβασης 2,10086060998,13088
13063184528,A401525,2025-01-13 01:13:42,Χειρουργείο 3,02018629858,10285
26129338133,X661579,2025-04-15 10:52:14,Χειρουργείο 5,02088557462,24290
25123978664,B316305.18,2026-06-01 16:11:39,Αίθουσα Επέμβασης 2,14117875826,29069
26017852430,K500943,2025-01-08 06:09:55,Χειρουργείο 2,03126963930,9489
27118017809,X647559,2025-04-29 04:26:12,Αίθουσα Επέμβασης 3,28027843113,2765
31077844975,X618573,2025-06-26 22:04:07,Αίθουσα Επέμβασης 3,08117665345,886
01124966284,A403723,2025-01-26 04:19:54,Αίθουσα Επέμβασης 3,11117481536,6724
02040357352,X631957.238,2026-09-14 06:43:45,Αίθουσα Επέμβασης 4,06017832098,12585
17108114296,X625657,2025-02-17 01:06:37,Αίθουσα Επέμβασης 2,05118656775,5936
25116063936,B305935,2026-10-10 18:29:23,Χειρουργείο 5,08117665345,7441
12018150680,X610819,2024-06-12 20:19:21,Χειρουργείο 2,21046521057,7356
19025090330,X687161,2025-11-06 08:10:20,Αίθουσα Επέμβασης 2,21046521057,18500
26010423423,X674559,2024-04-06 08:52:01,Αίθουσα Επέμβασης 2,15087602276,11254
15065534609,X635171,2025-03-13 04:40:51,Χειρουργείο 3,22069080015,3616
11061856555,X638209,2026-04-25 18:02:28,Αίθουσα Επέμβασης 4,22069080015,3747
02051855732,A403641,2026-07-27 21:46:19,Αίθουσα Επέμβασης 4,21017629522,26288
02058729101,X618669,2024-08-03 03:38:57,Αίθουσα Επέμβασης 2,22077399915,14887
13085531370,K515559,2026-05-29 19:44:35,Χειρουργείο 4,21107026591,25985
20047418817,X673419,2024-12-15 09:34:50,Χειρουργείο 5,13087594481,20709
11041234955,X683059,2026-02-09 05:43:52,Αίθουσα Επέμβασης 5,22046863505,20546
16068358535,X633133,2024-06-08 22:02:06,Αίθουσα Επέμβασης 1,07068540070,9994
16100091796,X663757.16,2025-06-02 17:45:36,Αίθουσα Επέμβασης 2,22036277849,26234
10116551635,X610561,2024-12-17 07:42:31,Αίθουσα Επέμβασης 3,07068540070,11420
21117871824,X634117,2025-04-10 21:57:08,Αίθουσα Επέμβασης 3,06127921077,3603
16128747297,B318117,2024-07-10 23:13:00,Χειρουργείο 2,24068366431,16561
31018023936,X632815,2025-10-28 16:35:36,Χειρουργείο 3,17098211492,15772
12078118837,X618183,2025-09-07 12:39:51,Χειρουργείο 2,02038186264,757
14100276575,X611099,2025-03-17 10:56:11,Αίθουσα Επέμβασης 5,06067101897,22770
23014881626,X601971,2026-01-20 23:30:42,Αίθουσα Επέμβασης 3,26027420823,17072
17020341312,B313605.71,2024-03-01 18:08:48,Χειρουργείο 1,07017002380,28783
02041312489,X646365,2024-10-18 20:45:01,Χειρουργείο 2,18067010293,10531
07114427393,X702011,2025-10-14 14:03:19,Αίθουσα Επέμβασης 3,13128886585,15610
06129114926,X681599,2026-01-04 18:29:00,Χειρουργείο 5,07079445783,1990
08090346582,K513585,2025-02-26 10:02:55,Αίθουσα Επέμβασης 4,29048747950,2926
24088426060,X703553,2026-05-01 01:29:21,Χειρουργείο 2,01129618953,24051
22105506308,X708917,2026-12-13 10:52:47,Χειρουργείο 1,15087602276,24343
25112265678,B313605.277,2026-03-11 04:32:30,Αίθουσα Επέμβασης 5,23099549068,7731
20114817865,X634451,2026-01-13 21:57:47,Αίθουσα Επέμβασης 5,28088884090,2465
18065617426,X639773,2024-09-10 12:19:00,Χειρουργείο 5,02049297106,29761
16024342364,K509401,2025-08-17 06:23:36,Χειρουργείο 2,10086060998,11648
24116282778,K512975.21,2024-11-06 20:02:55,Αίθουσα Επέμβασης 3,10116142591,19557
27128364423,X669899,2025-04-16 21:51:07,Χειρουργείο 4,14026323754,11055
06119189519,K511751,2025-03-04 00:58:11,Αίθουσα Επέμβασης 1,07039120569,23324
14083869686,K517579.4,2026-03-28 18:03:21,Χειρουργείο 4,16037267290,2125
05094880092,X626359,2026-12-20 03:37:09,Χειρουργείο 5,14117875826,18926
13068122382,X631957.62,2024-01-24 18:17:48,Αίθουσα Επέμβασης 1,12097182585,4298
29073637887,X649585,2025-01-08 21:04:21,Αίθουσα Επέμβασης 4,02018629858,7454
31013669135,X633499,2024-08-20 08:13:01,Χειρουργείο 1,28088884090,9760
29119542893,B316403,2025-05-13 21:39:18,Αίθουσα Επέμβασης 3,27058235299,8052
03090191641,X663757.1,2025-01-05 18:17:46,Χειρουργείο 3,14048983004,4531
18029711380,X665559,2026-02-09 06:19:07,Αίθουσα Επέμβασης 2,21056659269,24228
25128348062,X646239,2025-12-11 18:46:34,Χειρουργείο 5,15017994679,20467
13058520995,X636555,2025-03-02 18:57:30,Χειρουργείο 4,27028634014,13270
04057795278,Β315905.104,2026-05-03 20:47:56,Χειρουργείο 5,08078996446,6255
04010199289,X635163,2024-01-21 09:50:57,Χειρουργείο 3,24097463592,17813
04025380562,X678951,2025-09-17 21:55:07,Χειρουργείο 5,01109198508,14934
01061509889,X643757.7,2025-01-27 15:21:40,Χειρουργείο 5,07127401967,3700
26014588651,X633971,2026-12-08 07:23:11,Χειρουργείο 5,19119585662,12242
04065965772,X669167,2025-02-09 22:49:11,Χειρουργείο 3,25099582251,9368
23095582945,X696499,2025-01-05 11:21:17,Αίθουσα Επέμβασης 3,28088884090,26160
04031752037,B315717,2026-11-12 04:28:02,Χειρουργείο 2,27028634014,20757
29095625451,B313605.158,2024-12-14 20:49:54,Χειρουργείο 4,12057155300,7965
06120483681,X631203,2024-08-07 20:19:02,Χειρουργείο 1,06088858657,3248
22054605114,X652989,2025-02-06 09:21:03,Χειρουργείο 2,06067883458,21937
26019338760,X631957.193,2024-10-07 18:35:47,Χειρουργείο 5,11019339247,24922
25069548432,X629299,2025-05-14 20:24:28,Χειρουργείο 3,12097182585,3614
31034124867,X621835,2024-09-29 07:42:37,Αίθουσα Επέμβασης 3,24107206566,1527
07040978810,B313605.204,2025-11-24 15:08:40,Αίθουσα Επέμβασης 4,02038186264,25331
21070628287,B314861,2026-08-21 20:54:32,Χειρουργείο 2,22069080015,17222
12116433230,B314987,2025-03-02 19:00:57,Χειρουργείο 3,20066498687,13114
12116214954,B313605.255,2026-11-29 10:18:41,Χειρουργείο 3,10097761798,15475
09100719058,B300219,2025-12-03 07:32:50,Χειρουργείο 3,20118029005,12304
16109811526,X623579,2026-12-12 10:15:03,Αίθουσα Επέμβασης 2,01026474429,13327
29071552234,X637609,2026-09-04 14:35:38,Αίθουσα Επέμβασης 5,25108359031,18151
18113950446,X644965,2025-02-19 15:08:04,Χειρουργείο 1,06066504974,8557
10034865249,B303995,2026-12-03 03:15:52,Χειρουργείο 4,21037222305,25805
03080331112,X650001,2025-07-24 13:04:22,Χειρουργείο 5,13049344733,8764
11078755718,X716757,2024-05-26 00:28:18,Αίθουσα Επέμβασης 5,01068388909,4655
19049063244,X719879,2025-04-15 07:50:46,Αίθουσα Επέμβασης 2,27116381556,15328
14077984238,X642557.1,2025-03-21 16:52:48,Αίθουσα Επέμβασης 2,19048935115,9649
06119189519,X638769,2025-03-06 22:20:11,Χειρουργείο 1,14107187228,23324
